id,name,type,description,rarity,height,width,price
1680,锅炉外壳,multiblock;tech,,gold,5,5,653975
1681,过热元件,multiblock;tech,,gold,4,4,502460
1682,爆炸单元,tech,,blue,1,1,8526
1683,冰霜行者单元,tech,,blue,1,1,8787
1684,充能分配单元,tech,,blue,1,1,8439
1685,传送单元,tech,,blue,1,1,29232
1686,磁力吸引装置,tech,,blue,2,2,16704
1687,地热能生成单元,tech,,blue,1,1,8700
1688,电解呼吸装置,tech,,blue,2,2,16878
1689,动力助推单元,tech,,blue,1,1,9135
1690,放射量测定器单元,tech,,blue,1,1,9135
1691,辐射屏蔽单元,tech,,blue,1,1,9135
1692,盖革计数器单元,tech,,blue,1,1,8961
1693,高级工厂安装器,tech,,purple,3,4,101263
1694,耕种单元,tech,,blue,1,1,8178
1695,攻击增强单元,tech,,blue,1,1,8613
1696,古代金锭,ore;tech,,gold,1,1,397039
1697,过滤升级,tech,,blue,1,1,8178
1698,化学品升级,tech,,blue,1,1,8178
1699,基础工厂安装器,tech,,blue,4,3,29535
1700,激光消散单元,tech,,blue,1,1,8178
1701,剪切单元,tech,,blue,1,1,8700
1702,降噪升级,tech,,blue,1,1,8700
1703,精英工厂安装器,tech,,gold,3,4,369187
1704,精准采集单元,tech,,blue,1,1,9048
1705,静水推进单元,tech,,blue,1,1,8961
1706,矿脉挖掘单元,tech,,blue,1,1,8961
1707,矿物精炼单元,tech,,blue,1,1,8961
1708,六方金刚石,decoration;tech,,purple,2,2,161385
1709,锚升级,tech,,blue,1,1,8352
1710,玫瑰金锭,ore;tech,,gold,5,2,472079
1711,模块基板,decoration;tech,,blue,1,1,8613
1712,能量单元,tech,,blue,1,1,8874
1713,能量升级,tech,,blue,1,1,8613
1714,喷气背包单元,equipment;tech,,purple,3,2,76079
1715,鞘翅单元,tech,,gold,2,3,458461
1716,视觉增强单元,tech,,blue,1,1,9222
1717,速度升级,tech,,blue,1,1,9222
1718,太阳能充电单元,tech,,blue,1,1,8613
1719,陀螺稳定单元,tech,,blue,1,1,8178
1720,挖掘提升单元,tech,,blue,1,1,8352
1721,吸入净化单元,tech,,blue,1,1,8787
1722,颜色调变单元,tech,,blue,1,1,8700
1723,液压推进单元,tech,,blue,1,1,9135
1724,营养注射单元,tech,,blue,1,1,8874
1725,造石机升级,decoration;tech,,blue,1,1,8178
1726,终极工厂安装器,tech,,gold,2,4,295698
1727,重力调节单元,tech,,blue,1,1,8439
1728,黑钻石,decoration;tech,,gold,5,2,348090
1729,黑色合金锭,ore;tech,,gold,4,5,431226
1730,饱和冷凝器,multiblock;tech,,gold,4,4,507640
1731,电磁线圈,multiblock;tech,,gold,4,4,538720
1732,分压元件,multiblock;tech,,gold,4,4,523180
1733,复杂旋钮装置,multiblock;tech,,gold,4,4,492100
1734,涡轮阀门,multiblock;decoration;tech,,gold,5,5,621600
1735,涡轮排气口,multiblock;tech,,gold,5,5,634550
1736,涡轮外壳,multiblock;tech,,gold,5,5,628075
1737,涡轮叶片,multiblock;tech,,gold,5,5,615125
1738,涡轮转子,multiblock;tech,,gold,5,5,673400
1739,电动弓,equipment;tech,,purple,3,2,70112
1740,锇剑,equipment;tech,,gold,3,1,181077
1741,钢剑,equipment;tech,,gold,3,1,186351
1742,火焰喷射器,equipment;tech,,purple,2,2,130729
1743,强化黑曜石剑,equipment;decoration;tech,,gold,3,1,175803
1744,强化荧石剑,equipment;decoration;tech,,gold,3,1,167013
1745,青金石剑,equipment;decoration;tech,,gold,3,1,174045
1746,青铜剑,equipment;tech,,gold,3,1,170529
1747,热力蒸馏阀门,multiblock;decoration;tech,,gold,4,4,538720
1748,热力蒸馏方块,multiblock;decoration;tech,,gold,4,4,486920
1749,热力蒸馏控制器,multiblock;tech,,gold,4,4,538720
1750,橙色粉笔,book;equipment;tech,,gold,3,3,431226
1751,锇护腿,equipment;tech,,gold,3,2,241165
1752,锇头盔,equipment;tech,,gold,2,3,243651
1753,锇胸甲,equipment;tech,,gold,3,3,295365
1754,锇靴子,equipment;tech,,gold,2,3,243651
1755,防辐射护腿,equipment;tech,,purple,3,2,73095
1756,防辐射面具,equipment;tech,,purple,2,2,144638
1757,防辐射外衣,equipment;tech,,purple,2,2,159863
1758,防辐射靴子,equipment;tech,,purple,2,3,73841
1759,钢护腿,equipment;tech,,gold,3,2,248623
1760,钢头盔,equipment;tech,,gold,2,3,251109
1761,钢胸甲,equipment;tech,,gold,3,3,304500
1762,钢靴子,equipment;tech,,gold,2,3,251109
1763,黑色粉笔,book;equipment;tech,,gold,3,2,444843
1764,黑曜石护腿,equipment;decoration;tech,,gold,3,2,253596
1765,黑曜石头盔,equipment;decoration;tech,,purple,2,3,76825
1766,黑曜石胸甲,equipment;decoration;tech,,gold,3,3,310590
1767,黑曜石靴子,equipment;decoration;tech,,gold,2,3,256082
1768,喷气背包,equipment;tech,,purple,3,2,73841
1769,潜水罐,equipment;decoration;tech,,gold,2,3,472079
1770,潜水面罩,equipment;tech,,purple,2,2,122650
1771,青金石护腿,equipment;decoration;tech,,gold,3,2,263541
1772,青金石头盔,equipment;decoration;tech,,gold,2,3,233706
1773,青金石胸甲,equipment;decoration;tech,,gold,3,3,322770
1774,青金石靴子,equipment;decoration;tech,,gold,2,3,233706
1775,青铜护腿,equipment;tech,,gold,3,2,258568
1776,青铜头盔,equipment;tech,,gold,2,3,261054
1777,青铜胸甲,equipment;tech,,gold,3,3,316680
1778,青铜靴子,equipment;tech,,gold,2,3,261054
1779,荧石护腿,equipment;decoration;tech,,gold,3,2,241165
1780,荧石头盔,equipment;decoration;tech,,purple,2,3,73095
1781,荧石胸甲,equipment;decoration;tech,,gold,3,3,295365
1782,荧石靴子,equipment;decoration;tech,,gold,2,3,243651
1783,装甲喷气背包,equipment;tech,,purple,3,2,75333
1784,自由助跑器,equipment;tech,,purple,2,2,144638
1785,自由助跑器装甲,equipment;tech,,purple,2,2,118146
1786,HDPE加强鞘翅,equipment;tech,,red,2,3,949337
1787,MekaSuit护甲,equipment;tech,,purple,2,2,86783
1788,MekaSuit护腿,equipment;tech,,purple,3,2,73095
1789,MekaSuit头盔,equipment;tech,,purple,2,3,73841
1790,MekaSuit靴子,equipment;tech,,purple,2,3,73841
1791,白色发光塑料半砖,decoration;tech,,blue,1,1,8265
1792,白色发光塑料楼梯,decoration;tech,,purple,2,2,63945
1793,白色塑料楼梯,decoration;tech,,purple,2,2,62118
1794,白色塑料台阶,decoration;tech,,purple,1,1,31973
1795,白色塑料栅栏,decoration;tech,,blue,2,1,12304
1796,白色塑料栅栏门,decoration;tech,,blue,3,2,21311
1797,白色透明塑料半砖,decoration;tech,,blue,1,1,8613
1798,白色透明塑料楼梯,decoration;tech,,blue,2,2,16704
1799,白色荧光板,decoration;tech,,blue,1,1,30450
1800,橙色发光塑料半砖,decoration;tech,,blue,1,1,8178
1801,橙色发光塑料楼梯,decoration;tech,,purple,2,2,63336
1802,橙色塑料楼梯,decoration;tech,,purple,2,2,61509
1803,橙色塑料台阶,decoration;tech,,purple,1,1,31668
1804,橙色塑料栅栏,decoration;tech,,blue,2,1,12181
1805,橙色塑料栅栏门,decoration;tech,,blue,3,2,21097
1806,橙色透明塑料半砖,decoration;tech,,blue,1,1,8526
1807,橙色透明塑料楼梯,decoration;tech,,blue,2,2,16530
1808,橙色荧光板,decoration;tech,,blue,1,1,8613
1809,淡灰色塑料楼梯,decoration;tech,,blue,2,2,16878
1810,淡灰色塑料台阶,decoration;tech,,blue,1,1,30450
1811,淡灰色塑料栅栏,decoration;tech,,blue,2,1,11688
1812,淡灰色塑料栅栏门,decoration;tech,,blue,3,2,20245
1813,淡灰色荧光板,decoration;tech,,blue,1,1,8265
1814,淡蓝色塑料楼梯,decoration;tech,,purple,2,2,60900
1815,淡蓝色塑料台阶,decoration;tech,,purple,1,1,31364
1816,淡蓝色塑料栅栏,decoration;tech,,blue,2,1,12058
1817,淡蓝色塑料栅栏门,decoration;tech,,blue,3,2,20884
1818,淡蓝色荧光板,decoration;tech,,blue,1,1,8526
1819,粉色发光塑料半砖,decoration;tech,,blue,1,1,8352
1820,粉色发光塑料楼梯,decoration;tech,,purple,2,2,64554
1821,粉色塑料楼梯,decoration;tech,,purple,2,2,62727
1822,粉色塑料台阶,decoration;tech,,purple,1,1,32277
1823,粉色塑料栅栏,decoration;tech,,blue,2,1,12427
1824,粉色塑料栅栏门,decoration;tech,,blue,3,2,21524
1825,粉色透明塑料半砖,decoration;tech,,blue,1,1,30450
1826,粉色透明塑料楼梯,decoration;tech,,blue,2,2,16878
1827,粉色荧光板,decoration;tech,,purple,1,1,30755
1828,黑色发光塑料半砖,decoration;tech,,blue,1,1,8439
1829,黑色发光塑料楼梯,decoration;tech,,blue,2,2,16356
1830,黑色塑料楼梯,decoration;tech,,purple,2,2,63336
1831,黑色塑料台阶,decoration;tech,,blue,1,1,8178
1832,黑色塑料栅栏,decoration;tech,,blue,2,1,12550
1833,黑色塑料栅栏门,decoration;tech,,blue,3,2,21737
1834,黑色透明塑料半砖,decoration;tech,,purple,1,1,30755
1835,黑色透明塑料楼梯,decoration;tech,,blue,2,2,17052
1836,黑色荧光板,decoration;tech,,purple,1,1,31059
1837,红色发光塑料半砖,decoration;tech,,blue,1,1,30450
1838,红色发光塑料楼梯,decoration;tech,,blue,2,2,16878
1839,红色塑料楼梯,decoration;tech,,blue,2,2,16356
1840,红色塑料台阶,decoration;tech,,blue,1,1,8439
1841,红色塑料栅栏,decoration;tech,,blue,2,1,12919
1842,红色塑料栅栏门,decoration;tech,,blue,3,2,22376
1843,红色透明塑料半砖,decoration;tech,,purple,1,1,31668
1844,红色透明塑料楼梯,decoration;tech,,purple,2,2,61509
1845,红色荧光板,decoration;tech,,purple,1,1,31973
1846,黄色发光塑料半砖,decoration;tech,,blue,1,1,8439
1847,黄色发光塑料楼梯,decoration;tech,,blue,2,2,16356
1848,黄色塑料楼梯,decoration;tech,,purple,2,2,63336
1849,黄色塑料台阶,decoration;tech,,blue,1,1,8178
1850,黄色塑料栅栏,decoration;tech,,blue,2,1,12550
1851,黄色塑料栅栏门,decoration;tech,,blue,3,2,21737
1852,黄色透明塑料半砖,decoration;tech,,purple,1,1,30755
1853,黄色透明塑料楼梯,decoration;tech,,blue,2,2,17052
1854,黄色荧光板,decoration;tech,,purple,1,1,31059
1855,灰色发光塑料半砖,decoration;tech,,purple,1,1,32277
1856,灰色发光塑料楼梯,decoration;tech,,purple,2,2,62727
1857,灰色塑料楼梯,decoration;tech,,purple,2,2,60900
1858,灰色塑料台阶,decoration;tech,,purple,1,1,31364
1859,灰色塑料栅栏,decoration;tech,,blue,2,1,12058
1860,灰色塑料栅栏门,decoration;tech,,blue,3,2,20884
1861,灰色透明塑料半砖,decoration;tech,,blue,1,1,8439
1862,灰色透明塑料楼梯,decoration;tech,,blue,2,2,16356
1863,灰色荧光板,decoration;tech,,blue,1,1,8526
1864,蓝色发光塑料半砖,decoration;tech,,blue,1,1,8352
1865,蓝色发光塑料楼梯,decoration;tech,,purple,2,2,64554
1866,蓝色塑料楼梯,decoration;tech,,purple,2,2,62727
1867,蓝色塑料台阶,decoration;tech,,purple,1,1,32277
1868,蓝色塑料栅栏,decoration;tech,,blue,2,1,12427
1869,蓝色塑料栅栏门,decoration;tech,,blue,3,2,21524
1870,蓝色透明塑料半砖,decoration;tech,,blue,1,1,30450
1871,蓝色透明塑料楼梯,decoration;tech,,blue,2,2,16878
1872,蓝色荧光板,decoration;tech,,purple,1,1,30755
1873,亮绿色发光塑料半砖,decoration;tech,,blue,1,1,8178
1874,亮绿色发光塑料楼梯,decoration;tech,,purple,2,2,63336
1875,亮绿色塑料楼梯,decoration;tech,,purple,2,2,61509
1876,亮绿色塑料台阶,decoration;tech,,purple,1,1,31668
1877,亮绿色塑料栅栏,decoration;tech,,blue,2,1,12181
1878,亮绿色塑料栅栏门,decoration;tech,,blue,3,2,21097
1879,亮绿色透明塑料半砖,decoration;tech,,blue,1,1,8526
1880,亮绿色透明塑料楼梯,decoration;tech,,blue,2,2,16530
1881,亮绿色荧光板,decoration;tech,,blue,1,1,8613
1882,绿色发光塑料半砖,decoration;tech,,purple,1,1,31059
1883,绿色发光塑料楼梯,decoration;tech,,blue,2,2,17226
1884,绿色塑料楼梯,decoration;tech,,blue,2,2,16704
1885,绿色塑料台阶,decoration;tech,,blue,1,1,8613
1886,绿色塑料栅栏,decoration;tech,,blue,2,1,11565
1887,绿色塑料栅栏门,decoration;tech,,blue,3,2,20032
1888,绿色透明塑料半砖,decoration;tech,,purple,1,1,32277
1889,绿色透明塑料楼梯,decoration;tech,,purple,2,2,62727
1890,绿色荧光板,decoration;tech,,blue,1,1,8178
1891,品红色发光塑料半砖,decoration;tech,,blue,1,1,30450
1892,品红色发光塑料楼梯,decoration;tech,,blue,2,2,16878
1893,品红色塑料楼梯,decoration;tech,,blue,2,2,16356
1894,品红色塑料台阶,decoration;tech,,blue,1,1,8439
1895,品红色塑料栅栏,decoration;tech,,blue,2,1,12919
1896,品红色塑料栅栏门,decoration;tech,,blue,3,2,22376
1897,品红色透明塑料半砖,decoration;tech,,purple,1,1,31668
1898,品红色透明塑料楼梯,decoration;tech,,purple,2,2,61509
1899,品红色荧光板,decoration;tech,,purple,1,1,31973
1900,浅灰色发光塑料半砖,decoration;tech,,purple,1,1,31364
1901,浅灰色发光塑料楼梯,decoration;tech,,purple,2,2,60900
1902,浅灰色透明塑料半砖,decoration;tech,,blue,1,1,8178
1903,浅灰色透明塑料楼梯,decoration;tech,,purple,2,2,63336
1904,浅蓝色发光塑料半砖,decoration;tech,,purple,1,1,32277
1905,浅蓝色透明塑料半砖,decoration;tech,,blue,1,1,8439
1906,浅蓝色透明塑料楼梯,decoration;tech,,blue,2,2,16356
1907,青色发光塑料半砖,decoration;tech,,purple,1,1,31059
1908,青色发光塑料楼梯,decoration;tech,,blue,2,2,17226
1909,青色塑料楼梯,decoration;tech,,blue,2,2,16704
1910,青色塑料台阶,decoration;tech,,blue,1,1,8613
1911,青色塑料栅栏,decoration;tech,,blue,2,1,11565
1912,青色塑料栅栏门,decoration;tech,,blue,3,2,20032
1913,青色透明塑料半砖,decoration;tech,,purple,1,1,32277
1914,青色透明塑料楼梯,decoration;tech,,purple,2,2,62727
1915,青色荧光板,decoration;tech,,blue,1,1,8178
1916,紫色 塑料栅栏,decoration;tech,,blue,2,1,12304
1917,紫色发光塑料半砖,decoration;tech,,purple,1,1,31059
1918,紫色发光塑料楼梯,decoration;tech,,purple,2,2,60291
1919,紫色塑料楼梯,decoration;tech,,blue,2,2,16704
1920,紫色塑料台阶,decoration;tech,,blue,1,1,30146
1921,紫色塑料栅栏门,decoration;tech,,blue,3,2,20032
1922,紫色透明塑料半砖,decoration;tech,,purple,1,1,32277
1923,紫色透明塑料楼梯,decoration;tech,,purple,2,2,62727
1924,紫色荧光板,decoration;tech,,blue,1,1,8178
1925,棕色发光塑料半砖,decoration;tech,,blue,1,1,8352
1926,棕色发光塑料楼梯,decoration;tech,,purple,2,2,64554
1927,棕色塑料楼梯,decoration;tech,,purple,2,2,62727
1928,棕色塑料台阶,decoration;tech,,purple,1,1,32277
1929,棕色塑料栅栏,decoration;tech,,blue,2,1,12427
1930,棕色塑料栅栏门,decoration;tech,,blue,3,2,21524
1931,棕色透明塑料半砖,decoration;tech,,purple,1,1,30450
1932,棕色透明塑料楼梯,decoration;tech,,blue,2,2,16878
1933,棕色荧光板,decoration;tech,,purple,1,1,30755
1934,氟石矿石,ore;decoration,,green,2,2,7938
1935,深层锇矿石,ore;decoration,,blue,2,2,16362
1936,深层氟石矿石,ore;decoration,,green,2,2,7695
1937,深层铅矿石,ore;decoration,,green,2,2,8100
1938,深层锡矿石,ore;decoration,,green,2,2,8181
1939,深层铀矿石,ore;decoration,,green,2,2,5387
1940,盐块,ore;decoration,,green,2,2,5783
1941,便携式QIO仪表板,decoration;tech,,blue,1,1,8352
1942,超密集 QIO 驱动器,tech,,blue,2,2,17574
1943,超质量 QIO 驱动器,tech,,blue,2,2,16878
1944,时间膨胀 QIO 驱动器,tech,,blue,2,2,18096
1945,QIO 红石适配器,decoration;tech,,purple,2,2,110756
1946,QIO 驱动器,tech,,blue,2,2,18444
1947,QIO 驱动器阵列,tech,,blue,3,3,25839
1948,QIO 输出端口,tech,,blue,2,2,18096
1949,QIO 输入端口,tech,,blue,2,2,17052
1950,QIO 仪表板,decoration;tech,,purple,1,1,31059
1951,白色厨台,decoration,,gray,2,4,1680
1952,白色混凝土,decoration,,gray,2,2,1164
1953,白色陶瓦,decoration,,gray,2,2,1128
1954,冰箱,decoration,,gray,3,2,1455
1955,橙色厨台,decoration,,gray,2,3,1440
1956,抽油烟机,decoration,,gray,2,2,1260
1957,淡灰色厨台,decoration,,gray,3,3,1692
1958,淡蓝色厨台,decoration,,gray,3,4,2016
1959,粉色厨台,decoration,,gray,4,3,2078
1960,黑色厨台,decoration,,gray,2,3,1484
1961,红色厨台,decoration,,gray,2,4,1765
1962,黄绿色厨台,decoration,,gray,3,3,1782
1963,黄色厨台,decoration,,gray,3,4,2099
1964,灰色厨台,decoration,,gray,4,3,2016
1965,搅拌机,decoration,,gray,2,2,1272
1966,烤面包机,decoration,,gray,2,2,1248
1967,烤箱,decoration,,gray,3,3,1890
1968,蓝色厨台,decoration,,gray,3,4,2078
1969,绿色厨台,decoration,,gray,4,3,2203
1970,盘子,decoration,,gray,2,2,1200
1971,盆池,decoration,,gray,2,2,1140
1972,品红色厨台,decoration,,gray,3,3,1872
1973,青色厨台,decoration,,gray,3,4,2203
1974,青色陶瓦,decoration,,gray,2,2,1212
1975,烧烤架,decoration,,gray,2,2,1236
1976,微波炉,decoration,,gray,2,2,1188
1977,砧板,decoration,,gray,1,1,576
1978,紫色厨台,decoration,,gray,3,4,2203
1979,棕色厨台,decoration,,gray,4,3,2078
1980,白桦木百叶窗,decoration,,gray,2,2,1188
1981,白色窗帘,decoration,,gray,3,2,1396
1982,白色羊毛,decoration,,gray,2,2,1212
1983,橙色窗帘,decoration,,gray,3,2,1382
1984,丛林木百叶窗,decoration,,gray,2,2,1164
1985,淡灰色窗帘,decoration,,gray,3,2,1514
1986,淡蓝色窗帘,decoration,,gray,3,2,1558
1987,粉色窗帘,decoration,,gray,3,2,1411
1988,黑色窗帘,decoration,,gray,3,2,1426
1989,红色窗帘,decoration,,gray,3,2,1470
1990,红色羊毛,decoration,,gray,2,2,1272
1991,黄绿色窗帘,decoration,,gray,3,2,1396
1992,黄色窗帘,decoration,,gray,3,2,1426
1993,灰色窗帘,decoration,,gray,3,2,1558
1994,金合欢木百叶窗,decoration,,green,2,2,4032
1995,金合欢原木,decoration,,green,2,2,3948
1996,蓝色窗帘,decoration,,gray,3,2,1411
1997,绿色窗帘,decoration,,gray,3,2,1499
1998,品红色窗帘,decoration,,gray,3,2,1470
1999,青色窗帘,decoration,,gray,3,2,1499
2000,深色橡木百叶窗,decoration,,gray,2,2,1260
2001,现代窗户,decoration,,gray,3,2,1528
2002,橡木百叶窗,decoration,,gray,2,2,1140
2003,橡木原木,decoration,,gray,2,2,1176
2004,云杉木百叶窗,decoration,,gray,2,2,1176
2005,云杉原木,decoration,,gray,2,2,1152
2006,紫色窗帘,decoration,,gray,3,2,1499
2007,棕色窗帘,decoration,,gray,3,2,1411
2008,安山岩橱柜,decoration,,gray,3,4,2203
2009,安山岩床头柜,decoration,,gray,4,3,1995
2010,安山岩书桌柜,book;decoration,,green,2,3,5715
2011,白桦木板,decoration,,gray,1,1,612
2012,白桦木板条箱,decoration,,gray,2,2,1152
2013,白桦木橱柜,decoration,,gray,3,4,2182
2014,白桦木床头柜,decoration,,gray,4,3,1975
2015,白桦木书桌柜,book;decoration,,green,2,3,5658
2016,白桦原木,decoration,,gray,2,2,1164
2017,白色厨房橱柜,decoration,,gray,3,3,1800
2018,白色厨台抽屉,decoration,,gray,3,4,1975
2019,白色冷藏箱,decoration,,gray,2,2,1128
2020,壁柜,decoration,,gray,2,3,1382
2021,饼干罐,decoration,,gray,2,2,1188
2022,橙色厨房橱柜,decoration,,gray,3,3,1782
2023,橙色厨台抽屉,decoration,,gray,3,4,1954
2024,橙色冷藏箱,decoration,,gray,2,2,1272
2025,橙色陶瓦,decoration,,gray,2,2,1272
2026,厨房橱柜,decoration,,gray,2,4,1680
2027,丛林木,decoration,,gray,2,2,1188
2028,丛林木板,decoration,,gray,1,1,600
2029,丛林木板条箱,decoration,,gray,2,2,1128
2030,丛林木橱柜,decoration,,gray,2,3,1514
2031,丛林木床头柜,decoration,,gray,2,4,1908
2032,丛林木书桌柜,book;decoration,,green,3,3,6791
2033,丛林原木,decoration,,gray,2,2,1140
2034,淡灰色厨房橱柜,decoration,,gray,4,3,1975
2035,淡灰色厨台抽屉,decoration,,gray,2,3,1514
2036,淡灰色冷藏箱,decoration,,gray,2,2,1224
2037,淡蓝色厨房橱柜,decoration,,gray,3,3,1764
2038,淡蓝色厨台抽屉,decoration,,gray,3,4,2203
2039,淡蓝色冷藏箱,decoration,,gray,2,2,1260
2040,粉色厨房橱柜,decoration,,gray,2,3,1484
2041,粉色厨台抽屉,decoration,,gray,2,4,1629
2042,粉色冷藏箱,decoration,,gray,2,2,1140
2043,黑色厨房橱柜,decoration,,gray,3,4,2120
2044,黑色厨台抽屉,decoration,,gray,4,3,2016
2045,黑色冷藏箱,decoration,,gray,2,2,1152
2046,红色厨房橱柜,decoration,,gray,2,4,1782
2047,红色厨台抽屉,decoration,,gray,3,3,1800
2048,红色冷藏箱,decoration,,gray,2,2,1188
2049,花岗岩橱柜,decoration,,gray,4,3,2203
2050,花岗岩床头柜,decoration,,gray,2,3,1629
2051,花岗岩书桌柜,book;decoration,,gray,2,4,2000
2052,黄绿色厨房橱柜,decoration,,gray,3,3,1800
2053,黄绿色厨台抽屉,decoration,,gray,3,4,1975
2054,黄绿色冷藏箱,decoration,,gray,2,2,1128
2055,黄色厨房橱柜,decoration,,gray,2,3,1499
2056,黄色厨台抽屉,decoration,,gray,2,4,1646
2057,黄色冷藏箱,decoration,,gray,2,2,1152
2058,灰色厨房橱柜,decoration,,gray,3,4,2037
2059,灰色厨台抽屉,decoration,,gray,4,3,2203
2060,灰色冷藏箱,decoration,,gray,2,2,1260
2061,金合欢木,decoration,,green,2,2,4116
2062,金合欢木板,decoration,,green,1,1,2079
2063,金合欢木板条箱,decoration,,green,2,2,4452
2064,金合欢木橱柜,decoration,,green,4,3,7420
2065,金合欢木床头柜,decoration,,green,2,3,6237
2066,金合欢木书桌柜,book;decoration,,green,2,4,6722
2067,垃圾桶,decoration,,gray,2,1,840
2068,蓝色厨房橱柜,decoration,,gray,3,4,2099
2069,蓝色厨台抽屉,decoration,,gray,4,3,1995
2070,蓝色冷藏箱,decoration,,gray,2,2,1140
2071,蓝色陶瓦,decoration,,gray,2,2,1140
2072,绿色厨房橱柜,decoration,,gray,3,3,1692
2073,绿色厨台抽屉,decoration,,gray,3,4,2120
2074,绿色冷藏箱,decoration,,gray,2,2,1212
2075,品红色厨房橱柜,decoration,,gray,2,3,1543
2076,品红色厨台抽屉,decoration,,gray,2,4,1697
2077,品红色冷藏箱,decoration,,gray,2,2,1188
2078,青色厨房橱柜,decoration,,gray,3,4,1954
2079,青色厨台抽屉,decoration,,gray,4,3,2120
2080,青色冷藏箱,decoration,,gray,2,2,1212
2081,闪长岩橱柜,decoration,,gray,2,4,1612
2082,闪长岩床头柜,decoration,,gray,3,3,2037
2083,闪长岩书桌柜,book;decoration,,green,3,4,8242
2084,深色橡木,decoration,,gray,2,2,1128
2085,深色橡木板条箱,decoration,,gray,2,2,1224
2086,深色橡木橱柜,decoration,,gray,2,4,1663
2087,深色橡木床头柜,decoration,,gray,3,3,2099
2088,深色橡木木板,decoration,,gray,1,1,600
2089,深色橡木书桌柜,book;decoration,,green,4,3,8482
2090,深色橡木原木,decoration,,gray,2,2,1140
2091,石质橱柜,decoration,,gray,2,4,1612
2092,石质床头柜,decoration,,gray,3,3,2037
2093,石质书桌柜,book;decoration,,green,3,4,8242
2094,现代电视柜,decoration,,gray,4,3,1954
2095,橡木板条箱,decoration,,gray,2,2,1260
2096,橡木橱柜,decoration,,gray,2,4,1714
2097,橡木床头柜,decoration,,gray,3,3,2162
2098,橡木木板,decoration,,gray,1,1,618
2099,橡木书桌柜,book;decoration,,green,4,3,7682
2100,云杉木,decoration,,gray,2,2,1200
2101,云杉木板,decoration,,gray,1,1,606
2102,云杉木板条箱,decoration,,gray,2,2,1140
2103,云杉木橱柜,decoration,,gray,3,4,2162
2104,云杉木床头柜,decoration,,gray,4,3,1954
2105,云杉木书桌柜,book;decoration,,green,2,3,5602
2106,紫色厨房橱柜,decoration,,gray,2,4,1595
2107,紫色厨台抽屉,decoration,,gray,3,3,1836
2108,紫色冷藏箱,decoration,,gray,2,2,1212
2109,棕色厨房橱柜,decoration,,gray,4,3,2099
2110,棕色厨台抽屉,decoration,,gray,2,3,1411
2111,棕色冷藏箱,decoration,,gray,2,2,1140
2112,打印机,decoration;tech,,blue,2,2,16530
2113,电脑,decoration;tech,,blue,2,2,17922
2114,电视,decoration;tech,,blue,4,3,28932
2115,电视遥控器,decoration;tech,,blue,2,3,21524
2116,吊扇,decoration;tech,,blue,2,2,16878
2117,火灾报警器,decoration;tech,,blue,2,2,16704
2118,立体声音响,decoration;tech,,blue,2,2,17922
2119,数字时钟,decoration;tech,,blue,2,2,18096
2120,洗碗机,decoration;tech,,blue,2,2,17922
2121,洗衣机,decoration;tech,,blue,2,4,27144
2122,现代电视,decoration;tech,,purple,3,3,95004
2123,安山岩咖啡桌,decoration,,gray,3,4,2078
2124,安山岩书桌,book;decoration,,green,4,3,7842
2125,安山岩椅子,decoration,,gray,2,1,891
2126,安山岩桌,decoration,,gray,2,4,1800
2127,白桦木咖啡桌,decoration,,gray,3,3,2058
2128,白桦木书桌,book;decoration,,green,3,4,7762
2129,白桦木椅子,decoration,,gray,2,1,882
2130,白桦木桌,decoration,,gray,2,3,1680
2131,白色床,decoration,,gray,2,4,1872
2132,白色酒吧椅,decoration,,gray,2,1,798
2133,白色沙发,decoration,,gray,3,4,1995
2134,白色现代床,decoration,,gray,4,3,2058
2135,白色现代沙发,decoration,,gray,2,3,1765
2136,白色相框,decoration,,gray,2,2,1164
2137,壁炉台,decoration,,gray,2,2,1248
2138,橙色酒吧椅,decoration,,gray,2,1,899
2139,橙色沙发,decoration,,gray,4,3,1975
2140,橙色现代床,decoration,,gray,2,3,1663
2141,橙色现代沙发,decoration,,gray,2,4,1854
2142,橙色相框,decoration,,gray,2,2,1152
2143,橙色羊毛,decoration,,gray,2,2,1200
2144,丛林木咖啡桌,decoration,,gray,4,3,2016
2145,丛林木书桌,book;decoration,,green,2,3,6207
2146,丛林木椅子,decoration,,gray,2,1,865
2147,丛林木桌,decoration,,gray,3,3,2016
2148,大椅子,decoration,,gray,2,1,891
2149,淡灰色混凝土,decoration,,gray,2,2,1260
2150,淡灰色酒吧椅,decoration,,gray,2,1,865
2151,淡灰色沙发,decoration,,gray,2,4,1872
2152,淡灰色现代床,decoration,,gray,3,3,1954
2153,淡灰色现代沙发,decoration,,gray,3,4,2058
2154,淡灰色相框,decoration,,gray,2,2,1260
2155,淡灰色羊毛,decoration,,gray,2,2,1152
2156,淡蓝色酒吧椅,decoration,,gray,2,1,891
2157,淡蓝色沙发,decoration,,gray,3,3,1954
2158,淡蓝色现代床,decoration,,gray,3,4,2016
2159,淡蓝色现代沙发,decoration,,gray,4,3,2120
2160,淡蓝色相框,decoration,,gray,2,2,1140
2161,淡蓝色羊毛,decoration,,gray,2,2,1188
2162,粉红色羊毛,decoration,,gray,2,2,1176
2163,粉色酒吧椅,decoration,,gray,2,1,806
2164,粉色沙发,decoration,,gray,4,3,2016
